asin,title,author,author_asin,narrator,publication_datetime,release_date,publisher_name,length,category,mp3_excerpt,overall_rating,overall_num_ratings,performance_rating,performance_num_ratings,story_rating,story_num_ratings,num_reviews,price,series_asin,series_name
B00R3JAT8O,All the Wrong Places,Phillip Connors,B004VJJAYI,Adam Verner,2015-02-16T08:00:00Z,2015-02-16,"HighBridge, a division of Recorded Books",385,Biographies & Memoirs,https://samples.audible.com/bk/high/000895/bk_high_000895_sample.mp3,3.8,68,4.1,62,3.7,62,9,21.49,B07GJS6FY2,Fire Season
B002V1OIRW,The Great Democracies,Sir Winston Churchill,B000APW3RS,Christian Rodska,2006-05-30T13:58:00Z,2006-05-30,Audible Studios,761,History,https://samples.audible.com/bk/bbcw/001016/bk_bbcw_001016_sample.mp3,4.6,544,4.7,408,4.7,403,16,25.21,,
B004A9PPI4,And Furthermore,Judi Dench,B004AOI2CK,Samantha Bond,2010-11-04T04:28:16Z,2010-11-04,Orion Publishing Group Limited,360,Biographies & Memoirs,https://samples.audible.com/bk/orio/000374/bk_orio_000374_sample.mp3,3.6,17,4.4,7,4.4,7,0,13.78,,
1409191001,The Hollow Man,John Dickson Carr,B001IYTSPA,Peter Noble,2019-04-25T07:00:00Z,2019-04-25,Orion,611,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/orio/002011/bk_orio_002011_sample.mp3,4.1,23,4.3,21,4.3,21,6,21.81,B07PGZS5MF,Dr. Gideon Fell
B01M1ORYM3,When I Was Old,Georges Simenon,B001HCX6KQ,Sean Barrett,2016-10-20T07:00:00Z,2016-10-20,Audible Studios,748,Biographies & Memoirs,https://samples.audible.com/bk/adbl/029009/bk_adbl_029009_sample.mp3,4.3,11,4.5,10,4.3,10,0,20.72,,
B002V5GT2K,Schulz and Peanuts,David Michaelis,B001HD3X94,Holter Graham,2007-10-16T22:31:24Z,2007-10-16,HarperAudio,762,Biographies & Memoirs,https://samples.audible.com/bk/harp/001534/bk_harp_001534_sample.mp3,4.3,304,4.5,207,4.4,205,31,24.29,,
B009G79R1Q,"Mama's Boy, Preacher's Son",Kevin Jennings,,Ethan Sawyer,2012-10-08T05:00:00Z,2012-10-08,Audible Studios,546,Biographies & Memoirs,https://samples.audible.com/bk/adbl/004454/bk_adbl_004454_sample.mp3,4.4,28,4.4,24,4.3,24,1,19.95,,
1541404270,The Glasshouse,Rosalind Abel,B071J48GBK,Kirt Graves,2019-05-28T07:00:00Z,2019-05-28,Tantor Audio,567,LGBTQ+,https://samples.audible.com/bk/tant/016110/bk_tant_016110_sample.mp3,4.7,40,4.8,39,4.6,39,3,17.19,B078772JWX,Lavender Shores
B007726I3M,On Fire with Ignorance,Mr Michael Drew Shaw,,Mr Michael Drew Shaw,2012-02-09T11:53:00Z,2012-02-09,"American Retro, LLC",500,Biographies & Memoirs,https://samples.audible.com/bk/rtro/000004/bk_rtro_000004_sample.mp3,4.5,2,5.0,2,4.5,2,0,17.47,,
B00BYGAVR6,Too Hot to Handle,Victoria Dahl,B001QV4YNG,Genvieve Bevier,2013-04-01T08:00:00Z,2013-04-01,Harlequin Books S.A.,502,Romance,https://samples.audible.com/bk/harl/001319/bk_harl_001319_sample.mp3,3.7,85,3.6,75,3.7,76,3,17.95,,
B00TGAM7WY,The Art of Creative Thinking,Rod Judkins,B00BB13TFK,Phil Fox,2015-04-09T07:00:00Z,2015-04-09,Hodder & Stoughton,366,Business & Careers,https://samples.audible.com/bk/hodd/000762/bk_hodd_000762_sample.mp3,4.6,41,4.6,37,4.5,39,1,13.8,,
B07M9SLVGL,Hungry Hearts,"Layce Gardner,Saxon Bennett","B004RB34J2,",Layce Gardner,2018-12-28T14:59:00Z,2018-12-28,Square Pegs Ink,485,LGBTQ+,https://samples.audible.com/bk/acx0/138047/bk_acx0_138047_sample.mp3,4.6,68,4.6,65,4.7,65,11,19.95,,
B07PY55JKP,Shiver,"Jocelynn Drake,Rinda Elliott","B001RXUEXW,B00BVPW86C",Kenneth Obi,2019-03-26T00:46:00Z,2019-03-26,Drake & Elliott Publishing LLC,646,LGBTQ+,https://samples.audible.com/bk/acx0/146119/bk_acx0_146119_sample.mp3,4.5,439,4.5,411,4.5,410,68,24.95,B07RKGHQ9T,Unbreakable Bonds Series
B071LMCL15,Ten Girls from History,"Kate Dickinson Sweetser,Amy Puetz - editor",",",Jim Hodges,2017-06-06T07:00:00Z,2017-06-06,Jim Hodges Productions,552,History,https://samples.audible.com/bk/blak/010015/bk_blak_010015_sample.mp3,0.0,0,0.0,0,0.0,0,0,15.85,,
B07664SSVQ,A Chance for Moore,"Alex Miska,V. Soffer","B01MREQE5O,",Sean Lenhart,2017-10-09T12:44:00Z,2017-10-09,Longtail Books,520,LGBTQ+,https://samples.audible.com/bk/acx0/098048/bk_acx0_098048_sample.mp3,4.1,156,4.3,147,4.2,146,27,19.95,B0784QRQT3,Moore Romance
B0036IUSZK,The Modern Scholar,Timothy Shutt,,Timothy Shutt,2009-11-13T04:53:00Z,2009-11-13,Recorded Books,471,History,https://samples.audible.com/bk/reco/003505/bk_reco_003505_sample.mp3,4.2,91,4.4,69,4.4,67,12,17.19,,
B01145B4R2,The Promise Of Tomorrow,Sandy Loyd,B008S2BPG0,Carol Dines,2015-07-08T13:20:00Z,2015-07-08,Carol Dines,389,Romance,https://samples.audible.com/bk/acx0/038852/bk_acx0_038852_sample.mp3,4.2,9,4.2,9,4.3,9,6,19.95,B077H6NV91,California Series
B00D9179II,Europe and Western Civilization in the Modern Age,"Thomas Childers,The Great Courses","B001HD08EC,B06XPWVHFB",Thomas Childers,2013-07-08T07:00:00Z,2013-07-08,The Great Courses,1405,History,https://samples.audible.com/bk/tcco/000091/bk_tcco_000091_sample.mp3,4.7,372,4.7,312,4.7,311,29,41.95,B00DN96TYG,The Great Courses: Modern History
B0047V9EFA,Bloody Crimes,James L. Swanson,B001ILHL52,Richard Thomas,2010-10-19T16:33:00Z,2010-10-19,HarperAudio,764,History,https://samples.audible.com/bk/harp/002329/bk_harp_002329_sample.mp3,4.2,204,4.5,140,4.3,139,12,24.29,,
B015ERNURI,Stamp Album,Terence Stamp,B001KDU6VE,Terence Stamp,2015-09-16T12:38:00Z,2015-09-16,Escargot,731,Biographies & Memoirs,https://samples.audible.com/bk/blak/008036/bk_blak_008036_sample.mp3,4.8,4,4.5,2,5.0,2,1,15.56,,
B015HSU856,Lucky's Choice,Jamie Begley,B0056DAYO8,Elizabeth Hart,2015-09-24T07:00:00Z,2015-09-24,Tantor Audio,757,Erotica,https://samples.audible.com/bk/tant/005220/bk_tant_005220_sample.mp3,4.7,835,4.7,766,4.7,767,32,18.05,B00NI25B92,Last Riders
B0045KSMCE,Those Christmas Angels: A Selection from Angels at Christmas,Debbie Macomber,B000AQ451E,Sandra Burr,2010-10-05T15:43:00Z,2010-10-05,Brilliance Audio,439,Romance,https://samples.audible.com/bk/brll/002466/bk_brll_002466_sample.mp3,4.4,211,4.5,172,4.5,167,9,20.0,B005NACMIA,Angelic Intervention
B002VA3F6I,The Gift of an Ordinary Day,Katrina Kenison,B000AP8OQ2,Katrina Kenison,2009-09-07T07:19:03Z,2009-09-07,Hachette Audio,602,Biographies & Memoirs,https://samples.audible.com/bk/hach/000333/bk_hach_000333_sample.mp3,4.1,66,4.1,55,4.1,57,9,21.83,,
B00WF5F3AA,Pieces of My Mother,Melissa Cistaro,B00VLNBTWI,Angela Brazil,2015-05-05T07:00:00Z,2015-05-05,"Blackstone Audio, Inc.",522,Biographies & Memoirs,https://samples.audible.com/bk/blak/007576/bk_blak_007576_sample.mp3,4.0,22,3.5,19,4.1,20,3,15.56,,
B08747KJHM,Longshot,Lance Allred,B001RAKKCU,Lance Allred,2020-04-16T21:52:00Z,2020-04-16,L Squared Productions,558,Biographies & Memoirs,https://samples.audible.com/bk/acx0/191371/bk_acx0_191371_sample.mp3,5.0,3,5.0,1,5.0,1,1,19.95,,
1473695953,The Miracle Equation,Hal Elrod,B008J6VH8G,Hal Elrod,2019-04-18T07:00:00Z,2019-04-18,John Murray One,407,"Relationships, Parenting & Personal Development",https://samples.audible.com/bk/hodd/002237/bk_hodd_002237_sample.mp3,4.8,23,4.9,19,4.6,19,4,14.52,,
B01CF5WUBE,Ladies Man: Tahoe's Story,Katy Evans,B00CF76TLA,Grace Grant,2016-04-26T07:00:00Z,2016-04-26,Simon & Schuster Audio,455,Erotica,https://samples.audible.com/bk/sans/007422/bk_sans_007422_sample.mp3,4.5,800,4.5,737,4.4,739,53,14.99,B0155OWIWS,Manwhore
B07T44DKL3,Teddy & His Bear,"Andi James,Lila Wilde","B07JN2K1B2,B07JN927NL",Jack Dale,2019-06-19T18:42:00Z,2019-06-19,"Andi Jame, Lila Wilde",635,LGBTQ+,https://samples.audible.com/bk/acx0/155266/bk_acx0_155266_sample.mp3,4.6,140,4.6,136,4.6,133,30,24.95,B07T6J9LXL,Oh My!
B07DHXQKD3,Exceptional Wealth: Clear Strategies to Protect and Grow Your Net Worth,Mark Tepper,B00JER33PY,Dalan Decker,2018-06-06T12:52:00Z,2018-06-06,Strategic Wealth Partners,382,Money & Finance,https://samples.audible.com/bk/acx0/117943/bk_acx0_117943_sample.mp3,4.3,9,4.3,8,4.1,8,1,19.95,,
B01LZQ23K0,Turbulent Desires,Melody Anne,B006BDKSXY,Teri Clark Linden,2016-11-08T08:00:00Z,2016-11-08,Brilliance Audio,502,Romance,https://samples.audible.com/bk/brll/008482/bk_brll_008482_sample.mp3,4.5,529,4.5,471,4.5,467,18,20.0,B01N8TQXBM,Billionaire Aviators
B06XRNBZF6,His Needs,Ali Parker,B00W1PEOOK,Joe Arden,2017-04-11T07:00:00Z,2017-04-11,Podium Audio,490,Romance,https://samples.audible.com/bk/podm/000401/bk_podm_000401_sample.mp3,4.6,3220,4.8,2997,4.6,2979,154,24.49,B06XS3M6J4,Billionaire Alpha
B011SV3MNG,The Virgin,Tiffany Reisz,B004FSQI6S,Elizabeth Hart,2015-07-29T07:00:00Z,2015-07-29,Tantor Audio,842,Erotica,https://samples.audible.com/bk/tant/005025/bk_tant_005025_sample.mp3,4.7,282,4.8,250,4.6,253,12,17.62,B016V8I74K,The Original Sinners: The White Years Quartet
B006CQCO5K,Pocahontas,Frances Mossiker,B001HMYW36,Flo Gibson,2011-11-28T16:21:00Z,2011-11-28,Recorded Books,929,History,https://samples.audible.com/bk/reco/005278/bk_reco_005278_sample.mp3,4.6,17,4.6,16,4.4,16,1,21.49,,
B00D6ORC62,The Age of Henry VIII,"Dale Hoak,The Great Courses",",B06XPWVHFB",Dale Hoak,2013-07-08T07:00:00Z,2013-07-08,The Great Courses,739,History,https://samples.audible.com/bk/tcco/000015/bk_tcco_000015_sample.mp3,4.4,248,4.2,217,4.4,217,13,33.9,B00DND8HNI,The Great Courses: Renaissance & Early Modern History
B015TTMVJE,A Brutal Betrayal,DC Renee,B00JEJ8C8K,Tina Marie Shuster,2015-09-28T10:19:00Z,2015-09-28,DC Renee,451,Romance,https://samples.audible.com/bk/acx0/043877/bk_acx0_043877_sample.mp3,4.0,8,4.0,8,4.0,8,0,19.95,,
B00GTU8T0I,The SEAL's Christmas Twins,Laura Marie Altom,B001H6WN60,Erin Bennett,2013-12-01T08:00:00Z,2013-12-01,Harlequin Books S.A.,406,Romance,https://samples.audible.com/bk/harl/001647/bk_harl_001647_sample.mp3,4.4,43,4.6,40,4.5,40,1,17.95,,
B002V8MC5A,Glitter Baby,Susan Elizabeth Phillips,B000AQ76A6,Julia Gibson,2008-12-30T15:44:00Z,2008-12-30,HarperAudio,850,Romance,https://samples.audible.com/bk/harp/001779/bk_harp_001779_sample.mp3,4.0,736,4.3,437,4.2,434,71,25.19,B0070YXCZE,"Wynette, Texas"
B07LH8FWJQ,Promised Land,Marita Conlon-McKenna,B001ITXMIE,Caroline Lennon,2019-02-01T08:00:00Z,2019-02-01,Bolinda audio,457,Literature & Fiction,https://samples.audible.com/bk/boli/004276/bk_boli_004276_sample.mp3,0.0,0,0.0,0,0.0,0,0,19.49,,
B00EQAABM2,The Christmas Cookie Collection,Lori Wilde,B001ILKHQM,C. J. Critt,2013-10-29T07:00:00Z,2013-10-29,HarperAudio,699,Romance,https://samples.audible.com/bk/harp/003659/bk_harp_003659_sample.mp3,4.0,78,4.2,62,4.1,64,6,22.49,B0178REL2K,"Twilight, Texas"
B07PW3WP78,How Not to Sin,Susan Hawke,B07M86ZX9L,Michael Pauley,2019-03-20T18:58:00Z,2019-03-20,Susan Hawke,377,LGBTQ+,https://samples.audible.com/bk/acx0/145844/bk_acx0_145844_sample.mp3,4.7,127,4.8,121,4.7,121,28,19.95,B07PP48M9B,Lovestrong
B00SYZ86UO,Give It All,Cara McKenna,,Tom Weiner,2015-02-03T08:00:00Z,2015-02-03,"Blackstone Audio, Inc.",744,Romance,https://samples.audible.com/bk/blak/007353/bk_blak_007353_sample.mp3,4.1,18,4.1,15,4.3,15,1,17.21,B00M2672I8,Desert Dogs
B00US5E3OQ,Escorted,Claire Kent,B00AY1M0F8,Simone Lewis,2015-03-17T11:08:00Z,2015-03-17,Noelle Adams,673,Erotica,https://samples.audible.com/bk/acx0/032182/bk_acx0_032182_sample.mp3,4.4,407,4.4,375,4.3,374,36,24.95,,
B01AX7RW1O,The Secret She Kept,Amelia Carr,B0034Q8NH4,Penelope Freeman,2016-02-01T08:00:00Z,2016-02-01,Soundings,932,Romance,https://samples.audible.com/bk/isis/002440/bk_isis_002440_sample.mp3,0.0,0,0.0,0,0.0,0,0,29.34,,
B002V5HAAA,Monster Careers,"Jeff Taylor,Doug Hardy",",",Stow Lovejoy,2007-04-25T11:48:00Z,2007-04-25,Monster Worldwide,743,Business & Careers,https://samples.audible.com/bk/adbl/000064/bk_adbl_000064_sample.mp3,3.4,32,3.9,13,3.9,12,0,19.95,,
B00DIGLIHC,The History of Ancient Rome,"Garrett G. Fagan,The Great Courses","B001HN34Y8,B06XPWVHFB",Garrett G. Fagan,2013-07-08T07:00:00Z,2013-07-08,The Great Courses,1360,History,https://samples.audible.com/bk/tcco/000299/bk_tcco_000299_sample.mp3,4.7,3588,4.6,3153,4.7,3124,211,41.95,B00DJUK5GW,The Great Courses: Ancient History
B07BHVX542,The Soldier and the State,Samuel P. Huntington,B000APECJU,Eric Jason Martin,2018-05-01T07:00:00Z,2018-05-01,Audible Studios,1185,History,https://samples.audible.com/bk/adbl/033643/bk_adbl_033643_sample.mp3,4.5,91,4.4,78,4.3,78,6,39.95,,
B0085OPFYO,Work Happy,Jill Geisler,B006UIYJTO,Rhoda Griffin,2012-06-05T07:24:14Z,2012-06-05,Hachette Audio,536,Business & Careers,https://samples.audible.com/bk/hach/000935/bk_hach_000935_sample.mp3,4.1,47,4.1,40,4.1,41,4,21.83,,
B07H12JVC1,The Transformative Leader,Amir Ghannad,B017WFJ6WI,Amir Ghannad,2018-09-04T18:17:00Z,2018-09-04,"The Ghannad Group, LLC",398,Business & Careers,https://samples.audible.com/bk/acx0/126730/bk_acx0_126730_sample.mp3,5.0,13,5.0,12,5.0,12,1,19.95,,
B00KI0B04C,Following Joe: The Patriot Doctor and the Siege of Boston,Alvin Ureles,,Wayne Hughes,2014-05-23T14:06:00Z,2014-05-23,ALVIN L. URELES,464,History,https://samples.audible.com/bk/acx0/018908/bk_acx0_018908_sample.mp3,3.0,3,2.3,3,3.7,3,1,17.99,,
B00RVZ11IC,Sherman's Mississippi Campaign,Buck T. Foster,,Todd Curless,2015-01-07T17:50:00Z,2015-01-07,University Press Audiobooks,446,History,https://samples.audible.com/bk/acx0/028537/bk_acx0_028537_sample.mp3,4.4,5,4.8,4,4.5,4,1,19.95,,
B002V8MQHY,Automatic Wealth,Michael Masterson,B001H6WC3O,Alexandra O'Karma,2008-10-27T15:17:00Z,2008-10-27,Recorded Books,525,Money & Finance,https://samples.audible.com/bk/reco/001978/bk_reco_001978_sample.mp3,4.1,72,4.3,41,4.2,40,7,17.19,,
B002V0Q876,The Modern Scholar,Professor Eric H. Cline,,Eric H. Cline,2008-10-27T11:27:00Z,2008-10-27,Recorded Books,456,History,https://samples.audible.com/bk/reco/002543/bk_reco_002543_sample.mp3,4.3,169,4.3,115,4.4,116,10,17.19,,
B00Q5DHLBM,Money Management Skills,"Michael Finke,The Great Courses",",B06XPWVHFB",Michael Finke,2014-12-12T08:00:00Z,2014-12-12,The Great Courses,369,Money & Finance,https://samples.audible.com/bk/tcco/000396/bk_tcco_000396_sample.mp3,4.4,3397,4.5,2932,4.3,2876,235,14.95,B00DLM6CUG,The Great Courses: Business & Economics
B07S31JYK5,100% Kiwi Business,Ryan L. Jennings,,Ryan L. Jennings,2019-05-21T21:23:00Z,2019-05-21,UmPrint Publishing,835,Business & Careers,https://samples.audible.com/bk/acx0/152127/bk_acx0_152127_sample.mp3,0.0,0,0.0,0,0.0,0,0,24.95,,
B002V030M2,Flip,Peter Sheahan,B001JS2LNQ,Simon Vance,2008-05-23T00:00:00Z,2008-05-23,Tantor Audio,466,Money & Finance,https://samples.audible.com/bk/tant/000666/bk_tant_000666_sample.mp3,3.8,44,3.9,23,4.0,23,6,14.61,,
B002UZMOL6,Guerrilla Selling,"Bill Gallagher Ph.D.,Orvel Ray Wilson,Jay Conrad Levinson",",B00D1ARYLO,",David Hilder,2012-05-29T03:27:01Z,2012-05-29,"Blackstone Audio, Inc.",442,Business & Careers,https://samples.audible.com/bk/blak/000027/bk_blak_000027_sample.mp3,3.5,49,3.2,9,3.2,9,8,20.24,,
B00NYAIZZ0,How to Be a Rainmaker,Jeffrey J. Fox,,Jeffrey Fox,2014-10-14T07:00:00Z,2014-10-14,Nightingale-Conant,402,Business & Careers,https://samples.audible.com/bk/ntgl/000131/bk_ntgl_000131_sample.mp3,4.3,128,4.0,107,4.1,108,12,29.9,B00ODC1EM4,Nightingale-Conant: Personal Development
B079Q84K8G,The Purpose Revolution: How Leaders Create Engagement and Competitive Advantage in an Age of Social Good,"John Izzo,Jeff Vanderwielen",",B078WDRB4Q",Jeff Hoyt,2018-02-13T14:05:00Z,2018-02-13,Berrett-Koehler Publishers,474,Business & Careers,https://samples.audible.com/bk/acx0/107987/bk_acx0_107987_sample.mp3,4.3,6,4.6,5,4.4,5,2,15.56,,
B06XRCFPJV,How to Master the Art of Selling,Tom Hopkins,,Bill Foote,2017-04-11T07:00:00Z,2017-04-11,Made for Success,928,Business & Careers,https://samples.audible.com/bk/blak/009831/bk_blak_009831_sample.mp3,4.7,505,4.6,413,4.7,406,40,27.26,,
B07K6ZLH41,Jesus Christ: True Leader and Perfect Gentleman,Ignatius Fernandez,,Gregor Hinckley,2018-11-08T13:09:00Z,2018-11-08,"Lang Book Publishing, Limited",418,Religion & Spirituality,https://samples.audible.com/bk/acx0/132720/bk_acx0_132720_sample.mp3,0.0,0,0.0,0,0.0,0,0,19.95,,
B07658Y8GM,Chanakya's 7 Secrets of Leadership,"D. Sivanandhan,Radhakrishnan Pillai",",B075ZSDHGH",Kanchan Bhattacharyya,2017-10-04T00:00:00Z,2017-10-04,Audible Studios,443,Business & Careers,https://samples.audible.com/bk/adbl/030535/bk_adbl_030535_sample.mp3,4.5,11,4.4,8,4.4,8,0,9.69,,
1469074990,Your First Leadership Job,"Tacy M. Byham,Richard S. Wellins","B00VVT9ONS,B001K8QT24",Kitty Hendrix,2019-05-28T07:00:00Z,2019-05-28,"Gildan Media, LLC",504,Business & Careers,https://samples.audible.com/bk/gdan/003231/bk_gdan_003231_sample.mp3,4.3,9,4.0,8,3.9,8,1,17.19,,
B00IA9WZMY,The Ultimate Financial Plan,"Jim Stovall,Tim Maurer","B001ITXWBG,B005ERCLR4",Basil Sands,2014-02-11T17:57:00Z,2014-02-11,Audible Studios,635,Money & Finance,https://samples.audible.com/bk/adbl/015267/bk_adbl_015267_sample.mp3,4.5,22,4.3,18,4.3,18,5,24.95,,
B00KMYWM32,"Change Your Thinking, Change Your Life",Brian Tracy,B001H6OMRI,Brian Tracy,2014-05-30T12:23:00Z,2014-05-30,"Gildan Media, LLC",537,Business & Careers,https://samples.audible.com/bk/gdan/001323/bk_gdan_001323_sample.mp3,4.8,830,4.7,714,4.7,700,85,30.08,,
B0725RR2J7,Tomorrowland: Scenarios for Law Firms Beyond the Horizon,Bruce MacEwen,B00J54JHKQ,Matt Haynes,2017-05-22T09:50:00Z,2017-05-22,"Adam Smith, Esq., LLC",406,Business & Careers,https://samples.audible.com/bk/acx0/086946/bk_acx0_086946_sample.mp3,4.3,11,4.0,10,4.4,11,3,19.95,,
B07BMGPJ61,Nurse: The Art of Caring,Carolyn Jourdan,B001JP1U4A,Jodi Gaylord,2018-03-22T18:05:00Z,2018-03-22,Athenaeus Media,583,Health & Wellness,https://samples.audible.com/bk/acx0/111636/bk_acx0_111636_sample.mp3,4.8,13,4.5,12,4.8,12,4,19.95,,
B07KBFS254,Who the Hell Wants to Work for You?: Mastering Employee Engagement,Tim Eisenhauer,B07BVLZWST,Tim Eisenhauer,2018-11-13T20:03:00Z,2018-11-13,Resultris International,560,Business & Careers,https://samples.audible.com/bk/acx0/133184/bk_acx0_133184_sample.mp3,4.6,15,4.6,13,4.6,13,2,19.95,,
B07M9TFFNL,Everyday Millionaires,Chris Hogan,B0187PCMHI,Chris Hogan,2018-12-27T18:03:00Z,2018-12-27,Ramsey Press,418,Money & Finance,https://samples.audible.com/bk/acx0/137914/bk_acx0_137914_sample.mp3,4.6,4049,4.7,3462,4.5,3439,381,19.49,,
B01FREYITW,The Five Years Before You Retire,Emily Guy Birken,B00F6LTOCI,Callie Beaulieu,2015-12-27T09:41:00Z,2015-12-27,Tantor Audio,375,Money & Finance,https://samples.audible.com/bk/tant/006104/bk_tant_006104_sample.mp3,4.2,140,4.0,116,4.1,115,14,13.75,,
B002V59VAC,The Management Myth,Matthew Stewart,B001H6QLWM,William Hughes,2009-08-10T03:59:50Z,2009-08-10,"Blackstone Audio, Inc.",697,Business & Careers,https://samples.audible.com/bk/blak/003356/bk_blak_003356_sample.mp3,4.3,158,4.6,114,4.4,112,16,16.34,,
B07ND3244Q,The Last Flight of the Phoenix,Matthew O. Duncan,B00NQIWPD8,Lily Sage,2019-02-04T23:59:00Z,2019-02-04,MOBD Publishing,848,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/141663/bk_acx0_141663_sample.mp3,4.2,11,3.9,10,4.4,10,3,24.95,B07HGJVXFP,The New Terra Sagas
B002V5D78E,The Menace from Earth,Robert A. Heinlein,B005GDIOHM,Rob McQuay,1999-12-15T20:53:00Z,1999-12-15,"Blackstone Audio, Inc.",431,Science Fiction & Fantasy,https://samples.audible.com/bk/hein/000004/bk_hein_000004_sample.mp3,4.1,244,4.3,127,4.3,130,10,13.5,,
B07CTZCTSR,Praying for Grace,M. Lauryl Lewis,B00A7W0GN2,Chelsea Carpenter,2018-05-07T14:48:00Z,2018-05-07,M. Lauryl Lewis,428,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/115272/bk_acx0_115272_sample.mp3,5.0,6,5.0,5,5.0,5,2,19.95,B00LV82M6K,Grace
B0799Q2CZK,Before Mars,Emma Newman,B0046HGYMQ,Emma Newman,2018-04-19T07:00:00Z,2018-04-19,Orion Publishing Group Limited,720,Science Fiction & Fantasy,https://samples.audible.com/bk/orio/001299/bk_orio_001299_sample.mp3,4.5,17,4.4,17,4.5,17,1,25.0,B01M7UTVD4,Planetfall
B07QQDRRPV,Gold Mine,Wilbur Smith,B000APTHYK,Peter Noble,2019-04-25T07:00:00Z,2019-04-25,Audible Studios,535,Romance,https://samples.audible.com/bk/adbl/034281/bk_adbl_034281_sample.mp3,4.4,55,4.6,49,4.5,49,6,12.01,,
B008PY0SB4,The Guns of Avalon,Roger Zelazny,,Alessandro Juliani,2012-07-31T23:38:38Z,2012-07-31,Audible Studios,389,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/004142/bk_adbl_004142_sample.mp3,4.5,2755,4.6,2447,4.5,2459,83,19.95,B008LV5SPC,Chronicles of Amber
B074P4GJFZ,Thorns of the Past,Gun Brooke,,Hollis Elizabeth,2017-08-11T10:14:00Z,2017-08-11,Bold Strokes Books Inc,441,LGBTQ+,https://samples.audible.com/bk/acx0/093056/bk_acx0_093056_sample.mp3,4.4,44,4.4,43,4.5,43,3,19.95,,
B002V19VJW,The Judas,Steve Jackson,B001XSPAZI,Roger May,2009-04-13T07:37:00Z,2009-04-13,ISIS Audio Books,688,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/isis/000878/bk_isis_000878_sample.mp3,3.3,16,4.6,5,3.5,6,1,19.5,,
B00OZ7XO2K,The Black Hearts Murder,Ellery Queen,B000APFUH8,Robert Fass,2014-10-29T13:54:00Z,2014-10-29,"Blackstone Audio, Inc.",361,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/blak/007058/bk_blak_007058_sample.mp3,4.0,1,4.0,1,4.0,1,0,15.56,B00P9U05TW,Mike McCall
B004IBT4Z4,The Coffin Ship,Peter Tonkin,B001K8TDVS,Dave Courvoisier,2011-01-10T06:10:00Z,2011-01-10,Books in Motion,533,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/bimo/000978/bk_bimo_000978_sample.mp3,1.7,3,2.0,2,2.0,2,0,20.0,B007SQOMT4,Richard Mariner
B00BG3DXJU,My Body Lies Over the Ocean,J. S. Borthwick,B000APHOBI,Chris Thurmond,2013-02-28T16:05:00Z,2013-02-28,Audible Studios,651,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/adbl/008125/bk_adbl_008125_sample.mp3,3.0,1,0.0,0,0.0,0,0,21.95,B09QH68P28,Sarah Deane Mystery
B00AWEL7HY,Bad Trip South,Billie Sue Mosiman,B000AQ0Z5E,Ben Maclaine,2013-01-04T14:34:00Z,2013-01-04,BILLIE SUE MOSIMAN,394,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/acx0/004179/bk_acx0_004179_sample.mp3,4.3,3,4.7,3,4.3,3,1,17.99,,
B0157ANH16,My Life According to My Destiny,Vanny Vorng,B01GNR5PR6,Buddy Hatton,2015-09-11T13:38:00Z,2015-09-11,Vanny Vorng,722,Biographies & Memoirs,https://samples.audible.com/bk/acx0/042949/bk_acx0_042949_sample.mp3,4.5,4,4.3,4,4.8,4,2,24.95,,
B00B90MTIG,Around the World with Mark Twain,Robert Cooper,,Bernard Setaro Clark,2013-02-05T05:49:00Z,2013-02-05,Audible Studios,744,Biographies & Memoirs,https://samples.audible.com/bk/adbl/008397/bk_adbl_008397_sample.mp3,4.2,5,4.0,4,4.3,4,1,24.95,,
B00HQGF1ZU,Against Her Will,Ronald J. Watkins,,Greg Lutz,2014-01-08T18:16:00Z,2014-01-08,Watkins Literary,467,Biographies & Memoirs,https://samples.audible.com/bk/acx0/014528/bk_acx0_014528_sample.mp3,3.9,115,3.9,103,3.8,101,12,19.95,,
1760852562,Tell Me Why,Archie Roach,,Archie Roach,2020-03-24T07:00:00Z,2020-03-24,Simon & Schuster Australia,612,Biographies & Memoirs,https://samples.audible.com/bk/sans/009701/bk_sans_009701_sample.mp3,5.0,13,5.0,10,5.0,10,3,29.99,,
B087D1SGXT,Already Home,Carly Marie,B07L55XWCV,Bolton Hill,2020-05-04T07:00:00Z,2020-05-04,"Carly Marie, LLC",364,LGBTQ+,https://samples.audible.com/bk/acx0/192894/bk_acx0_192894_sample.mp3,4.7,48,4.7,43,4.7,43,7,19.95,B087JJTVQD,Finding Home
B077T655L9,Locked in Silence,Sloane Kennedy,B00U8W8CPA,Michael Dean,2017-12-01T14:04:00Z,2017-12-01,Sloane Kennedy,535,LGBTQ+,https://samples.audible.com/bk/acx0/101928/bk_acx0_101928_sample.mp3,4.7,987,4.7,928,4.7,926,117,19.95,B07CKZ32MG,Pelican Bay
