asin,title,author,author_asin,narrator,publication_datetime,release_date,publisher_name,length,category,mp3_excerpt,overall_rating,overall_num_ratings,performance_rating,performance_num_ratings,story_rating,story_num_ratings,num_reviews,price,series_asin,series_name
B06XFGV7BN,Sherlock Holmes - Tangled Skeins,David Marcum,B00K1IKA92,Anthony Howard,2017-03-08T15:55:00Z,2017-03-08,MX Publishing,475,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/acx0/081859/bk_acx0_081859_sample.mp3,4.4,25,3.9,25,4.5,25,8,19.95,,
0008322651,House of Glass,Hadley Freeman,B0034PQZJS,Hadley Freeman,2020-03-05T08:00:00Z,2020-03-05,Fourth Estate,614,Biographies & Memoirs,https://samples.audible.com/bk/hcuk/005154/bk_hcuk_005154_sample.mp3,4.8,6,4.5,6,4.7,6,1,26.13,,
B00X6GLNKG,Heart of Palms: My Peace Corps Years in Tranquilla,Dr. Meredith W. Cornett Ph.D,,Sara Morsey,2015-05-06T14:20:00Z,2015-05-06,University Press Audiobooks,380,Biographies & Memoirs,https://samples.audible.com/bk/acx0/035076/bk_acx0_035076_sample.mp3,4.0,3,4.0,3,4.0,3,0,19.95,,
B07CHTZ83W,Renegade Star: Publisher's Pack 2,JN Chaney,B00W2ZAK7E,Luke Daniels,2018-05-08T07:00:00Z,2018-05-08,Podium Audio,603,Science Fiction & Fantasy,https://samples.audible.com/bk/podm/001173/bk_podm_001173_sample.mp3,4.8,3137,4.9,2904,4.7,2894,153,33.9,B07BRF5HG9,Renegade Star
B002V5CRP8,Private Scandals,Nora Roberts,B000APK6EU,Julie Finneran,2008-12-01T05:24:55Z,2008-12-01,Brilliance Audio,950,Romance,https://samples.audible.com/bk/brll/001497/bk_brll_001497_sample.mp3,4.3,631,4.3,529,4.5,531,36,25.0,,
B002V1NKGC,Sugarplum Dead,Carolyn Hart,,Kate Reading,2005-10-17T23:57:00Z,2005-10-17,Random House Audio,711,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/bkot/000561/bk_bkot_000561_sample.mp3,4.3,72,4.6,53,4.5,52,5,18.0,B005NACHDU,A Death on Demand Mysteries
B00L3J9VZW,Half a King,Joe Abercrombie,B001JP7WJC,Ben Elliot,2014-07-03T07:00:00Z,2014-07-03,HarperCollins Publishers Limited,565,Science Fiction & Fantasy,https://samples.audible.com/bk/hcuk/001702/bk_hcuk_001702_sample.mp3,4.2,222,4.2,202,4.2,203,10,26.13,B00KTHVYMM,Shattered Sea
B00BMEWUM4,Aquila and the Iron Horse,S. P. Somtow,B000APBJXC,Andy Caploe,2013-03-01T09:43:00Z,2013-03-01,Audible Studios,538,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/007207/bk_adbl_007207_sample.mp3,5.0,1,0.0,0,5.0,1,0,19.95,B00B1GX9NM,The Aquiliad
B01MYCPXUV,Hard Justice,Lori Foster,B001IGLZE0,Alexander Cendese,2017-03-28T07:00:00Z,2017-03-28,Harlequin Audio,510,Romance,https://samples.audible.com/bk/harp/005926/bk_harp_005926_sample.mp3,4.4,87,4.2,84,4.4,83,5,19.79,B01N27XEGM,Body Armor
B002V0PNYK,The Venetian Judgment,David Stone,B001IODP22,Jason Culp,2009-05-06T14:47:00Z,2009-05-06,Penguin Audio,707,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/peng/001219/bk_peng_001219_sample.mp3,4.0,167,4.3,80,4.2,80,6,20.25,B07MNTTJNH,A Micah Dalton Thriller
B002V0KI7C,Deadlock,Iris Johansen,B000AP7JQI,Jennifer Van Dyck,2009-04-21T05:27:00Z,2009-04-21,Brilliance Audio,733,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/brll/001630/bk_brll_001630_sample.mp3,3.5,99,4.3,47,4.1,47,6,25.0,,
B079G12K8D,The Bookworm,Mitch Silver,B001JRVNV8,Kate Reading,2018-02-06T08:00:00Z,2018-02-06,"Blackstone Audio, Inc.",493,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/blak/011374/bk_blak_011374_sample.mp3,3.5,19,3.9,18,3.2,18,2,15.56,,
B002V5GSCQ,Blind Lake,Robert Charles Wilson,B000AP9AGU,Jay Snyder,2009-09-22T05:00:00Z,2009-09-22,Audible Studios,702,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/001022/bk_adbl_001022_sample.mp3,3.7,194,4.0,141,3.8,145,13,24.95,,
B01M2CC4WL,The Girl Next Door,Amy Jo Cousins,B001HOE4P0,Cooper North,2016-11-02T11:12:00Z,2016-11-02,Insatiable Press,485,Romance,https://samples.audible.com/bk/inbl/000157/bk_inbl_000157_sample.mp3,4.6,40,4.7,35,4.3,35,2,15.56,B01M219LPT,Bend or Break
B0744Y15KF,Of Masques and Martyrs,Christopher Golden,B000APAU2I,John Lee,2017-07-25T16:42:00Z,2017-07-25,Journalstone Publishing,551,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/091705/bk_acx0_091705_sample.mp3,4.6,24,4.5,24,4.6,24,1,19.95,,
B004OFIAZ4,An Heir for Burracombe,Lilian Harry,B0036ULTRO,Anne Dover,2011-02-21T03:38:00Z,2011-02-21,Soundings,782,Literature & Fiction,https://samples.audible.com/bk/isis/001327/bk_isis_001327_sample.mp3,4.3,3,4.7,3,4.7,3,0,18.72,B01LYN0JZN,Burracombe Village
B008COLW58,Against the Sun,Kat Martin,B000AQ0OJQ,Jack Garrett,2012-06-19T23:45:00Z,2012-06-19,Recorded Books,765,Romance,https://samples.audible.com/bk/reco/005935/bk_reco_005935_sample.mp3,4.6,192,4.6,178,4.5,177,7,21.49,B008DGNF1E,Raines of Wind Canyon
B07RRYN8LW,Grind,E. Davies,B00EZDK23I,Michael Dean,2019-05-14T20:56:00Z,2019-05-14,E. Davies,391,LGBTQ+,https://samples.audible.com/bk/acx0/151361/bk_acx0_151361_sample.mp3,4.5,48,4.8,47,4.6,47,21,19.95,B07CHVRYB6,The Riley Brothers
B07FW7B4YX,The Control of Candy Jones,Donald Bain,B001ILKGAY,Joe Mills,2018-07-31T19:32:00Z,2018-07-31,New Saucerian Press,610,Biographies & Memoirs,https://samples.audible.com/bk/acx0/123038/bk_acx0_123038_sample.mp3,4.0,11,3.8,10,3.7,10,0,24.95,,
B07GT8CZK3,No Higher Ground,Roman Godzich,B0775C3XH1,Todd Menesses,2018-08-27T20:19:00Z,2018-08-27,Roman GODZICH,791,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/126089/bk_acx0_126089_sample.mp3,3.9,50,3.9,46,4.0,46,12,24.95,,
B008AZ34AA,The Way My Father Tells It,Tim Bowden,B001HPD5L8,Tim Bowden,2012-06-13T08:41:00Z,2012-06-13,Bolinda Publishing Pty Ltd,652,Biographies & Memoirs,https://samples.audible.com/bk/boli/001295/bk_boli_001295_sample.mp3,5.0,2,5.0,2,5.0,2,1,19.49,,
1407987372,Dark Undertakings,Rebecca Tope,B001HMR15M,Julia Franklin,2020-05-01T07:00:00Z,2020-05-01,Soundings,731,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/isis/004534/bk_isis_004534_sample.mp3,5.0,2,5.0,2,5.0,2,0,32.36,B088ML7DWB,Drew Slocombe
B01B3BNKFQ,My Lynda,Michael Pattemore,,Michael Pattemore,2016-02-01T08:00:00Z,2016-02-01,Isis Publishing Ltd,367,Biographies & Memoirs,https://samples.audible.com/bk/isis/002443/bk_isis_002443_sample.mp3,0.0,0,0.0,0,0.0,0,0,22.54,,
B0083JNKUC,Haydn of Mars,Al Sarrantonio,B001HMTO6G,Harriet Fraser,2012-05-16T13:20:00Z,2012-05-16,Crossroad Press,397,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/001207/bk_acx0_001207_sample.mp3,3.4,60,3.8,56,3.3,56,9,19.95,B0084FPQHA,Masters of Mars
B01J6KUA3G,Tempting Dusty,Helen Hardt,B008LZRKXQ,Kendall Taylor,2015-12-27T19:03:00Z,2015-12-27,Brilliance Audio,390,Romance,https://samples.audible.com/bk/brll/008266/bk_brll_008266_sample.mp3,4.4,1530,4.4,1401,4.5,1398,67,20.0,B01J8EFSBE,Temptation Saga
B015FYAILG,Mckenzie's New World,Bennie Rose,,Harry Shaw,2015-09-17T10:56:00Z,2015-09-17,Bennie Rose,390,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/043239/bk_acx0_043239_sample.mp3,4.3,6,4.3,6,4.3,6,4,19.95,,
B06ZZ2118M,Pit and the Pendulum,John Gregory Betancourt,,J. Bruce McRell,2017-04-19T09:11:00Z,2017-04-19,Wildside Press LLC,365,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/acx0/084663/bk_acx0_084663_sample.mp3,4.0,1,4.0,1,4.0,1,1,19.95,,
B00BFGMUOW,"Freeze Me, Tender",Michael A. Black,B001H9VEC6,William Michael Redman,2013-02-14T16:52:00Z,2013-02-14,Crossroad Press,649,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/acx0/004928/bk_acx0_004928_sample.mp3,3.6,5,3.8,5,3.4,5,3,24.95,,
B07B6J6F3Y,Political Scandals,The Speech Resource Company - producer,,Robert Wikstrom,2018-03-06T08:00:00Z,2018-03-06,"The Speech Resource Company, Inc.",469,Politics & Social Sciences,https://samples.audible.com/bk/blak/011459/bk_blak_011459_sample.mp3,0.0,0,0.0,0,0.0,0,0,15.16,,
B0785JTH53,The Reclamation,Thorn Osgood,B01G0WM2XO,Amy Landon,2017-12-05T15:53:00Z,2017-12-05,Author's Republic,981,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/102408/bk_acx0_102408_sample.mp3,4.0,1,4.0,1,4.0,1,0,16.37,B07XC8ZHDF,The School of Ancestral Guidance Series
B075CV49W3,"French Kissing, Season 1",Harper Bliss,B008A95JUE,Abby Craden,2017-09-06T10:18:00Z,2017-09-06,Audible Studios,914,Romance,https://samples.audible.com/bk/adbl/030957/bk_adbl_030957_sample.mp3,4.7,663,4.8,617,4.7,616,60,29.95,B075KNGKPF,French Kissing
B01N94JGX7,Love on Call,Radclyffe,B001JOSANU,Paige McKinney,2016-11-21T15:17:00Z,2016-11-21,Bold Strokes Books Inc,449,LGBTQ+,https://samples.audible.com/bk/acx0/073538/bk_acx0_073538_sample.mp3,4.4,393,4.0,367,4.4,368,45,19.95,B019PJRDCY,Rivers Family Romance
B01N7KXJH9,The Arrangement,Felice Stevens,B00MVNEDB6,Charlie David,2016-12-26T10:21:00Z,2016-12-26,Felice Stevens,421,LGBTQ+,https://samples.audible.com/bk/acx0/076133/bk_acx0_076133_sample.mp3,4.5,236,4.6,221,4.5,220,21,19.95,B07DDNTRRX,Soulmates Series 
B00JEMMP12,An Encyclopaedia of Myself,Jonathan Meades,B000APUDRK,Jonathan Meades,2014-05-08T07:00:00Z,2014-05-08,HarperCollins Publishers Limited,752,Biographies & Memoirs,https://samples.audible.com/bk/hcuk/001610/bk_hcuk_001610_sample.mp3,0.0,0,0.0,0,0.0,0,0,27.58,,
B07PCT6927,Desperate Times,Hildred Billings,B009GF04YM,Marie Smith,2019-03-07T20:07:00Z,2019-03-07,Barachou Press,429,LGBTQ+,https://samples.audible.com/bk/acx0/144589/bk_acx0_144589_sample.mp3,4.3,52,4.5,48,4.4,48,16,19.95,,
B00P2RFLQO,What Zombies Fear 6: The Incarnation,"Laura Bretz,Kirk Allmond",",B005T7CCQ4",Victor Bevine,2014-11-04T08:00:00Z,2014-11-04,Audible Studios,468,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/019145/bk_adbl_019145_sample.mp3,4.6,57,4.7,52,4.6,52,3,19.95,B00LEVOZBY,What Zombies Fear
B009RT51VI,House Blood,Mike Lawson,B001ITYKNK,Joe Barrett,2012-11-15T08:00:00Z,2012-11-15,"Blackstone Audio, Inc.",752,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/blak/005461/bk_blak_005461_sample.mp3,4.6,503,4.7,459,4.6,456,18,17.9,B009S8GVKI,The Joe DeMarco Series
B00O10PT92,1969 and Then Some,Robert Wintner,B009LRJSMO,Robin Bloodworth,2014-10-07T07:00:00Z,2014-10-07,Audible Studios,630,Biographies & Memoirs,https://samples.audible.com/bk/adbl/020046/bk_adbl_020046_sample.mp3,4.7,9,4.9,8,4.8,8,3,24.95,,
B00H2X3AHS,Unattainable,Madeline Sheehan,B009MODEX0,Tatiana Sokolov,2013-12-10T08:00:00Z,2013-12-10,Tantor Audio,589,Romance,https://samples.audible.com/bk/tant/003453/bk_tant_003453_sample.mp3,4.6,814,4.7,752,4.6,749,27,15.47,B00GSX9VNU,Undeniable Series
B01BH0LIQ6,JFK's War with the National Security Establishment: Why Kennedy Was Assassinated,Douglas Horne,,Larry Wayne,2016-02-05T12:18:00Z,2016-02-05,Listen and Think Audio,465,History,https://samples.audible.com/bk/acx0/052830/bk_acx0_052830_sample.mp3,4.7,83,4.8,73,4.9,70,8,19.95,,
B010HENKNW,The Forbidden Billionaire,J. S. Scott,B007YUACRA,Elizabeth Powers,2015-07-28T07:00:00Z,2015-07-28,Brilliance Audio,505,Romance,https://samples.audible.com/bk/brll/007273/bk_brll_007273_sample.mp3,4.5,2006,4.6,1776,4.5,1775,59,20.0,B00V4CC0WE,The Sinclairs
B079J5CW8M,Risky Situation,Elizabeth Hilleren,B00C6SGPBW,Dan Hilleren,2018-02-05T21:41:00Z,2018-02-05,Elizabeth Hilleren,368,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/acx0/107304/bk_acx0_107304_sample.mp3,5.0,1,0.0,0,0.0,0,0,19.95,B01M0J1MQ4,Key West Murder Mysteries Series
B07S5BXQZ3,Perfect Imperfections,Taryn Leigh,B07389WGRL,Nano Nagle,2019-05-23T14:28:00Z,2019-05-23,Chantelle Wadsworth,432,Romance,https://samples.audible.com/bk/acx0/152319/bk_acx0_152319_sample.mp3,4.3,8,4.4,7,4.4,7,6,19.95,,
B002UZYR6G,Closing Time,Joe Queenan,B001H6PYCA,Johnny Heller,2009-07-17T17:28:00Z,2009-07-17,Tantor Audio,748,Biographies & Memoirs,https://samples.audible.com/bk/tant/001043/bk_tant_001043_sample.mp3,4.1,26,4.4,16,4.3,16,7,18.05,,
B075VC796X,Wonders Will Never Cease,Robert Irwin,B001IOH7JO,James Langton,2017-11-07T08:00:00Z,2017-11-07,Brilliance Audio,729,Science Fiction & Fantasy,https://samples.audible.com/bk/brll/009573/bk_brll_009573_sample.mp3,3.9,8,4.1,7,3.8,8,1,25.0,,
B07DH79FMH,Murder Makes the Wheels Go Round,Emma Lathen,B001HCXA4I,Deaver Brown,2018-06-04T22:58:00Z,2018-06-04,Simply Media,397,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/smag/000842/bk_smag_000842_sample.mp3,3.0,3,2.3,3,4.7,3,1,2.79,B07DHHSBM2,John Putnam Thatcher Series
1760898066,Captain Cook’s Epic Voyage,Geoffrey Blainey,,John Gregg,2020-03-31T07:00:00Z,2020-03-31,Penguin Random House Australia Audio,769,History,https://samples.audible.com/bk/prau/000126/bk_prau_000126_sample.mp3,4.2,23,4.5,22,4.3,22,3,25.0,,
B07GVQZ1T7,Clarence Chamberlin,Al Rocca,,Al Rocca,2018-08-28T18:37:00Z,2018-08-28,Al Rocca,426,Biographies & Memoirs,https://samples.audible.com/bk/acx0/126211/bk_acx0_126211_sample.mp3,0.0,0,0.0,0,0.0,0,0,19.95,,
B07MWVPBMB,Restoration,Daniel C McWhorter,B07G67TRM9,Stephen Floyd,2019-01-23T17:40:00Z,2019-01-23,Daniel C. McWhorter,731,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/140327/bk_acx0_140327_sample.mp3,4.3,13,4.2,13,4.3,13,1,24.95,,
B002V5H3AW,Mostly Harmless,Douglas Adams,B000AQ2A84,Martin Freeman,2006-09-21T13:40:00Z,2006-09-21,Random House Audio,393,Science Fiction & Fantasy,https://samples.audible.com/bk/rand/000928/bk_rand_000928_sample.mp3,4.6,4502,4.8,3804,4.5,3798,104,13.5,B00713SI1W,Hitchhiker's Guide to the Galaxy
B00JW0F8OM,Divine Children,Lucas Kitchen,B00HKRFXR6,Angelo Di Loreto,2014-04-25T18:15:00Z,2014-04-25,Media Kitchen,427,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/017981/bk_acx0_017981_sample.mp3,4.0,6,4.2,5,4.2,5,1,19.95,,
B07BHQBHCY,Wet Part 3,S. Jackson Rivera,B00HYJWF7Q,Deborah Reeves,2018-03-20T17:25:00Z,2018-03-20,S. Jackson Rivera,978,Romance,https://samples.audible.com/bk/acx0/111297/bk_acx0_111297_sample.mp3,4.2,5,4.0,5,4.6,5,0,24.95,,
B06W582VN8,The Green Rust,Edgar Wallace,B001H6MPLI,Don W. Jenkins,2017-02-17T00:00:00Z,2017-02-17,SAGA Egmont,584,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/lind/001180/bk_lind_001180_sample.mp3,4.5,2,3.0,2,5.0,2,0,,,
B01HP1XRTW,The Hospital Always Wins,Issa Ibrahim,,Kevin R. Free,2016-06-29T10:59:00Z,2016-06-29,"Blackstone Audio, Inc.",602,Biographies & Memoirs,https://samples.audible.com/bk/blak/008945/bk_blak_008945_sample.mp3,4.3,9,4.9,9,4.3,9,1,16.04,,
B00VF56YRC,Blood Tears,JD Nixon,B008V13S2C,Cat Gould,2015-03-31T14:40:00Z,2015-03-31,Audible Studios,786,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/adbl/023076/bk_adbl_023076_sample.mp3,4.2,29,4.6,28,4.3,28,6,24.95,,
B002V8DIL2,The Pilgrim of Hate,Ellis Peters,B000AP86R4,Roe Kendall,2005-12-15T13:40:00Z,2005-12-15,"Blackstone Audio, Inc.",478,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/blak/001286/bk_blak_001286_sample.mp3,4.3,213,4.3,151,4.5,153,10,13.22,B00CEIK61O,Brother Cadfael
B0886JSBZK,Bridge Quest: A GameLit Adventure Series,Pdmac,B00J9Q46AG,Marc Szewczyk,2020-05-11T17:23:00Z,2020-05-11,Trimble Hollow Press,810,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/195163/bk_acx0_195163_sample.mp3,4.0,18,4.3,17,3.8,17,6,24.95,B088B6GZRQ,Bridge Quest
B002V0AHVY,Julie Andrews,Richard Stirling,B001JSCF1O,Rowena Cooper,2009-03-13T12:41:00Z,2009-03-13,Audible Studios,903,Biographies & Memoirs,https://samples.audible.com/bk/bbcw/002522/bk_bbcw_002522_sample.mp3,4.2,66,4.4,55,4.4,53,5,26.05,,
B004KO7O5G,Delirious,Daniel Palmer,B004D1QBYG,Peter Berkrot,2011-01-25T05:36:54Z,2011-01-25,Brilliance Audio,751,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/brll/002682/bk_brll_002682_sample.mp3,3.9,60,4.2,45,3.9,46,9,25.0,,
B00GTU8X54,The Reunion Lie,Lucy King,B0035NFZWC,Kimberley Datnow,2013-12-01T08:00:00Z,2013-12-01,Harlequin Books S.A.,423,Romance,https://samples.audible.com/bk/harl/001629/bk_harl_001629_sample.mp3,3.8,5,3.8,4,3.8,4,1,17.95,,
1786895846,Loose Tongues,Chris Simms,,Joe Jameson,2018-10-18T07:00:00Z,2018-10-18,Black Thorn,542,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/cnon/000715/bk_cnon_000715_sample.mp3,3.8,5,3.8,5,3.8,5,1,19.63,B09SJHZ5BY,Sean Blake Series
B075LRT8H4,Blindsided,BJ Wane,B014361LC2,G.C. Wells,2017-09-15T11:18:00Z,2017-09-15,"ABCD Graphics and Design, Inc.",544,Erotica,https://samples.audible.com/bk/acx0/096317/bk_acx0_096317_sample.mp3,3.8,34,3.2,33,4.1,33,6,19.95,B09JTTK9XQ,Virginia Bluebloods
B0741P79CB,Martin Sharp,Joyce Morgan,B00984N8F8,Daniel Koek,2017-09-07T07:00:00Z,2017-09-07,Wavesound from W. F. Howes Ltd,542,Arts & Entertainment,https://samples.audible.com/bk/howe/003358/bk_howe_003358_sample.mp3,0.0,0,0.0,0,0.0,0,0,19.41,,
B01HC05NSE,"Tall, Dark, and Bad",Charlotte Hughes,B0021FPV4W,Elizabeth Klett,2016-06-21T13:00:00Z,2016-06-21,Charlotte Hughes,453,Romance,https://samples.audible.com/bk/acx0/061788/bk_acx0_061788_sample.mp3,3.8,22,4.0,21,3.8,21,6,19.95,,
B002V1C1NK,An Open Book,Michael Dirda,B001IGHPZ8,Jonathan Hogan,2008-03-18T03:19:00Z,2008-03-18,Recorded Books,670,Biographies & Memoirs,https://samples.audible.com/bk/reco/001648/bk_reco_001648_sample.mp3,4.2,12,4.3,9,4.6,9,1,21.49,,
B0874SQZ7N,Arcane Dropout 6,Edmund Hughes,B06W9NSBCP,Alex Ford,2020-04-16T14:40:00Z,2020-04-16,Eros and Magicka Publishing,457,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/191972/bk_acx0_191972_sample.mp3,4.8,159,4.9,138,4.8,138,13,19.95,B083F6RLF3,Arcane Dropout
B06XRP1VCZ,7: The Seven Deadly Sins,"Casey L. Bond,Jo Michaels,Tia Silverthorne Bach,Kelly Risser,N. L. Greene","B00G3CSZYC,B0088XK8JE,B004RGSL4K,B00KOQY9SY,B00FAR0T3G",Laura Jennings,2017-03-21T09:50:00Z,2017-03-21,"Cherry Hill Publishing, LLC",491,Science Fiction & Fantasy,https://samples.audible.com/bk/cher/000179/bk_cher_000179_sample.mp3,4.3,3,5.0,3,4.3,3,0,27.97,,
B07MQ29JYT,Brooklyn Rockstar,Jennifer Ann,B00L3ISY5G,Amanda Stribling,2019-01-11T23:47:00Z,2019-01-11,Jennifer Naumann,504,Romance,https://samples.audible.com/bk/acx0/138936/bk_acx0_138936_sample.mp3,4.1,32,4.1,27,4.2,27,23,19.95,B07MQ5FL2N,Kendall Family
B07BGG934S,Last Call,"Felice Stevens,Christina Lee","B00MVNEDB6,B00D1W5RSE",Kale Williams,2018-03-16T13:41:00Z,2018-03-16,Felice Stevens,393,LGBTQ+,https://samples.audible.com/bk/acx0/110929/bk_acx0_110929_sample.mp3,4.5,115,4.6,109,4.5,109,11,19.95,B07R524VBR,Heartsville Series
B07K6VT9XT,Murder at the Manor Hotel: A completely unputdownable cozy mystery novel,Betty Rowlands,B001KHKOBC,Joan Walker,2018-11-23T08:00:00Z,2018-11-23,Hachette UK - Bookouture,461,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/acx0/133100/bk_acx0_133100_sample.mp3,4.6,309,4.7,281,4.5,279,5,19.95,B07G9J1RMG,A Melissa Craig Mystery
B086XKKDFK,"Curse of the Black Axe: Soldier, Outlaw, Hero, King",Derek Prior,,Mike Carnes,2020-04-16T21:50:00Z,2020-04-16,D. P. Prior,579,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/191356/bk_acx0_191356_sample.mp3,5.0,4,5.0,4,5.0,4,2,,B07ZDB3HBL,Annals of the Nameless Dwarf
B002V0GJ5W,Jihad,"Stephen Coonts,Jim DeFelice","B000AP701W,B001ILHFAS",J. Charles,2008-05-13T00:36:00Z,2008-05-13,Brilliance Audio,671,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/brll/000147/bk_brll_000147_sample.mp3,4.2,124,4.4,75,4.4,76,5,25.0,B005NACLAE,Deep Black
B005FG3IUI,"Undeniable Pleasures, Part 2",Tori Carrington,,Eve Bianco,2011-08-01T12:34:15Z,2011-08-01,"Harlequin Enterprises, Ltd.",436,Romance,https://samples.audible.com/bk/harq/110803/bk_harq_110803_sample.mp3,3.9,23,4.0,11,4.1,13,0,,,
1785728849,Nagash: The Undying King,Josh Reynolds,B003OVDRDO,Emma Gregory,2018-08-03T12:55:00Z,2018-08-03,Black Library,466,Science Fiction & Fantasy,https://samples.audible.com/bk/gawo/000811/bk_gawo_000811_sample.mp3,4.7,552,4.8,502,4.6,499,39,32.71,,
B00F2O0KO0,Cobra Slave,Timothy Zahn,B000APAX8E,Stefan Rudnicki,2013-10-08T07:00:00Z,2013-10-08,Audible Studios,595,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/014308/bk_adbl_014308_sample.mp3,4.2,169,4.4,150,4.1,149,5,19.95,B077YWRXBD,The Cobra Universe
B004Y6G1PY,Dead Room Farce,Simon Brett,B001HCVB1W,Simon Brett,2011-04-28T09:17:00Z,2011-04-28,Audible Studios,412,"Mystery, Thriller & Suspense",https://samples.audible.com/rt/bbcw/004492/rt_bbcw_004492_sample.mp3,3.5,4,4.3,4,3.5,4,0,16.02,,
B07G7D6GMX,Letters to Cupid,Miranda MacLeod,B01BE39GTW,Stephanie Murphy,2018-08-07T17:06:00Z,2018-08-07,Miranda MacLeod,730,LGBTQ+,https://samples.audible.com/bk/acx0/124233/bk_acx0_124233_sample.mp3,4.5,131,4.5,124,4.5,124,17,24.95,B07QL9HS1W,Americans Abroad Series
B01H2H4V08,Company Commander,Charles B. MacDonald,B000APW4CM,Tristan Morris,2016-06-15T13:43:00Z,2016-06-15,"Blackstone Audio, Inc.",754,History,https://samples.audible.com/bk/blak/008895/bk_blak_008895_sample.mp3,4.6,668,4.5,606,4.7,603,55,18.06,,
B00IMOYSWM,Come and Take Them,Tom Kratman,B001IXNZFA,James Fouhey,2014-02-26T16:36:00Z,2014-02-26,Audible Studios,1346,Science Fiction & Fantasy,https://samples.audible.com/bk/adbl/016704/bk_adbl_016704_sample.mp3,4.6,142,4.6,134,4.6,134,7,34.94,B00I13HZGK,Carrera
B07LGDF9KZ,The Black Silk Purse,Margaret Kaine,B001K80PTM,Annie Aldington,2019-01-01T08:00:00Z,2019-01-01,Soundings,593,Literature & Fiction,https://samples.audible.com/bk/isis/003995/bk_isis_003995_sample.mp3,5.0,4,5.0,4,5.0,4,1,25.94,,
B002V1NNUA,Baseball in '41,Robert W. Creamer,B001HPS6KS,Tom Parker,2005-12-14T15:53:00Z,2005-12-14,"Blackstone Audio, Inc.",526,Sports & Outdoors,https://samples.audible.com/bk/blak/001269/bk_blak_001269_sample.mp3,4.5,180,4.7,149,4.6,148,14,15.56,,
B07S425HQZ,The Halfblood War,L. Deni Colter,,Jim Harbourne,2019-05-22T22:28:00Z,2019-05-22,WordFire Press LLC,861,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/152142/bk_acx0_152142_sample.mp3,5.0,2,5.0,2,4.5,2,1,24.95,,
B006GUU9VI,The Starfollowers of Coramonde,Brian Daley,B000AQ3XSU,Cameron Beierle,2011-12-02T14:54:00Z,2011-12-02,Books In Motion,950,Science Fiction & Fantasy,https://samples.audible.com/bk/bimo/001077/bk_bimo_001077_sample.mp3,4.5,51,4.4,46,4.6,46,0,24.49,B009SRXNJQ,Coramonde
B01KKP9K4Q,Omega Virus,D. Manuel Mendonca,,Molly King,2016-08-19T12:47:00Z,2016-08-19,david,385,Science Fiction & Fantasy,https://samples.audible.com/bk/acx0/066270/bk_acx0_066270_sample.mp3,2.5,2,2.5,2,3.0,2,0,19.95,,
B00E3F8QAY,Lemon Tart,Josi S. Kilpack,B000APMYOK,Diane Dabczynski,2013-07-23T07:08:00Z,2013-07-23,Shadow Mountain,552,"Mystery, Thriller & Suspense",https://samples.audible.com/bk/dsrt/000045/bk_dsrt_000045_sample.mp3,4.1,312,4.1,290,4.0,292,30,20.0,B00CC20WA2,A Cozy Culinary Mystery Series
B07MQ2QBLM,Libra Rising,Stacy M Wray,B00PS4NQ4U,Macy Williams,2019-01-07T20:30:00Z,2019-01-07,Kingston Publishing Company,601,Romance,https://samples.audible.com/bk/acx0/138945/bk_acx0_138945_sample.mp3,5.0,6,5.0,6,5.0,6,5,24.95,,
